,Net m²,Brüt m²,Binadaki Kat Sayısı,Isıtma Tipi,Bulunduğu Kat,Bina Yaşı,Mobilya Durumu,Kullanım Durumu,Krediye Uygun,Hayvan Dostu Patili Evler,Ada,Parsel,Listing No,Gross m²,Heating Type,Floor,Age of the Building,Usage Status,Maintenance Fee,Rental Income,Suitable for Bank Loan,Number of Rooms,Number of Bathrooms,Number of Floors of the Building,Status of the Property,House Type,"Video Home Tour
                                                                ?",Furnishing Status,Unit Exchange,Title Deed Status,From Whom,Pet Friendly Paws Houses,Fiyat,İl,İlçe,Mahalle,Oda
16212,115,135m²,9,Merkezi Sistem (Isı Payı Ölçer),3,6-10 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,30000,İstanbul,Üsküdar,Beylerbeyi, 3 + 1 
16213,180,200m²,3,Kombi (Doğalgaz),3,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,26000000,İstanbul,Üsküdar,Burhaniye, 3 + 1 
16214,112,130m²,3,Merkezi Sistem (Isı Payı Ölçer),3,31-35 arası,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,15750000,İstanbul,Üsküdar,Selami Ali, 5 + 2 
16215,170,240m²,4,,Giriş Katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,30000000,İstanbul,Üsküdar,Burhaniye, 4 + 1 
16216,280,320m²,6,Klima,6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,58000000,İstanbul,Üsküdar,Burhaniye, 5 + 2 
16217,215,340m²,4,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4800000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16218,290,445m²,4,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16219,115,125m²,5,Merkezi Sistem,1,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3350000,İstanbul,Üsküdar,Çengelköy, 3 + 1 
16220,125,145m²,4,Kombi (Doğalgaz),Giriş Katı,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3850000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16221,125,135m²,4,Kalorifer (Doğalgaz),2,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Mimar Sinan, 2 + 1 
16222,132,150m²,4,Kombi (Doğalgaz),4,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,10278000,İstanbul,Üsküdar,Acıbadem, 1 + 1 
16223,90,100m²,3,Kombi (Doğalgaz),2,26-30 arası,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2850000,İstanbul,Üsküdar,Ünalan, 3 + 2 
16224,53,72m²,10-20 arası,Klima,4,0,Sadece Beyaz Eşya,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,13950000,İstanbul,Üsküdar,Kandilli, 3 + 1 
16225,150,170m²,5,,Yüksek Giriş,6-10 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2700000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16226,115,125m²,4,Kombi (Doğalgaz),3,40 ve üzeri,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,2800000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16227,115,130m²,3,Kombi (Doğalgaz),3,21-25 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3800000,İstanbul,Üsküdar,Selami Ali, 3 + 1 
16228,80,85m²,5,Kombi (Doğalgaz),Bahçe katı,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3950000,İstanbul,Üsküdar,Küçüksu, 2 + 1 
16229,110,125m²,4,Kombi (Doğalgaz),2,36-40 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Üsküdar,Bahçelievler, 4 + 1 
16230,70,90m²,7,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16231,155,175m²,6,Kombi (Doğalgaz),6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,8500000,İstanbul,Üsküdar,Ünalan, 5 + 1 
16232,80,95m²,6,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Üsküdar,Ünalan, 3 + 1 
16233,166,215m²,8,Kombi (Doğalgaz),Giriş Katı,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2800000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16234,85,115m²,8,Kombi (Doğalgaz),Giriş Katı,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,16000000,İstanbul,Üsküdar,Acıbadem, 5 + 1 
16235,75,90m²,3,,1,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Üsküdar,Bulgurlu, 2 + 2 
16236,213,255m²,4,,2,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Üsküdar,Acıbadem, 2 + 1 
16237,120,140m²,5,,Giriş Katı,16-20 arası,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,18700000,İstanbul,Üsküdar,Acıbadem, 4 + 2 
16238,75,85m²,5,Kombi (Doğalgaz),Müstakil,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,17000000,İstanbul,Üsküdar,Acıbadem, 4 + 1 
16239,260,270m²,4,Kombi (Doğalgaz),4,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6750000,İstanbul,Üsküdar,Salacak, 2 + 2 
16240,185,215m²,4,Kombi (Doğalgaz),4,6-10 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,8500000,İstanbul,Üsküdar,Ünalan, 5 + 1 
16241,116,140m²,4,Klima,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Üsküdar,Ünalan, 3 + 1 
16242,166,215m²,8,Kombi (Doğalgaz),Giriş Katı,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2400000,İstanbul,Üsküdar,Bulgurlu, 2 + 1 
16243,85,115m²,8,Kombi (Doğalgaz),Giriş Katı,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3150000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16244,70,85m²,4,,Giriş Katı,4,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5850000,İstanbul,Üsküdar,Bahçelievler, 4 + 1 
16245,80,95m²,6,,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,15500000,İstanbul,Üsküdar,Küçüksu, 5 + 1 
16246,155,175m²,6,,6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Ferah, 6 + 2 
16247,240,260m²,6,Kombi (Doğalgaz),4,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,9,,,,,,,,,,,,,,,,,,,,,21950000,İstanbul,Üsküdar,Aziz Mahmut Hüdayi, 5 + 1 
16248,200,220m²,4,Kombi (Doğalgaz),4,6-10 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,14885000,İstanbul,Üsküdar,Acıbadem, 4 + 1 
16249,245,275m²,5,Klima,5,16-20 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,12680000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16250,125,144m²,4,,Zemin Kat,0,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,5290000,İstanbul,Üsküdar,Kısıklı, 3 + 2 
16251,107,123m²,4,,2,0,Unfurnished,Vacant,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1700000,İstanbul,Üsküdar,Zeynep Kamil, 2 + 1 
16252,160,180m²,4,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2000000,İstanbul,Üsküdar,Ahmediye, 1 + 1 
16253,70,80m²,4,Kombi (Doğalgaz),3,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6490000,İstanbul,Üsküdar,Cumhuriyet, 3 + 1 
16254,65,75m²,4,Klima,Giriş Katı,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Üsküdar,Güzeltepe, 2 + 1 
16255,85,105m²,4,,3,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,35000000,İstanbul,Üsküdar,Altunizade, 5 + 2 
16256,95,154m²,4,Merkezi Sistem (Isı Payı Ölçer),Bahçe katı,0,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3480000,İstanbul,Üsküdar,Güzeltepe, 3 + 1 
16257,500,550m²,5,Merkezi Sistem,5,16-20 arası,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Üsküdar,Güzeltepe, 2 + 1 
16258,98,119m²,4,Merkezi Sistem (Isı Payı Ölçer),1,0,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,5550000,İstanbul,Üsküdar,Güzeltepe, 4 + 1 
16259,80,98m²,4,Merkezi Sistem (Isı Payı Ölçer),1,0,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1600000,İstanbul,Üsküdar,Ferah, 3 + 1 
16260,172,210m²,4,Merkezi Sistem (Isı Payı Ölçer),3,0,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3650000,İstanbul,Üsküdar,Valide-i Atik, 2 + 1 
16261,120,130m²,5,Kombi (Doğalgaz),5,26-30 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2700000,İstanbul,Üsküdar,Bulgurlu, 2 + 1 
16262,76,86m²,3,Kombi (Doğalgaz),3,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,14900000,İstanbul,Üsküdar,Sultantepe, 3 + 1 
16263,65,80m²,4,Kombi (Doğalgaz),Kot 1,6-10 arası,,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,4750000,İstanbul,Üsküdar,Küçüksu, 2 + 1 
16264,100,120m²,2,Kombi (Doğalgaz),2,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Üsküdar,Valide-i Atik, 2 + 1 
16265,75,95m²,7,Klima,4,0,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,31697000,İstanbul,Üsküdar,Altunizade, 4 + 1 
16266,60,70m²,3,Kombi (Doğalgaz),Giriş Katı,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Üsküdar,Murat Reis, 2 + 1 
16267,188,266m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,8300000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16268,65,80m²,,,,,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1590000,İstanbul,Üsküdar,Salacak, 1 + 1 
16269,95,110m²,4,Kombi (Doğalgaz),3,6-10 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2800000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16270,70,90m²,4,Kombi (Doğalgaz),Yüksek Giriş,31-35 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,7500000,İstanbul,Üsküdar,Ferah, 4 + 2 
16271,75,90m²,3,Kombi (Doğalgaz),1,6-10 arası,Eşyasız,Kiracılı,Evet,,2338,15,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Üsküdar,İcadiye, 3 + 1 
16272,205,240m²,4,Kombi (Doğalgaz),4,11-15 arası,Eşyasız,Mülk Sahibi,Evet,Evet,2434,3,,,,,,,,,,,,,,,,,,,,,850000,İstanbul,Üsküdar,Selami Ali, 1 + 1 
16273,90,95m²,4,Kombi (Doğalgaz),3,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3350000,İstanbul,Üsküdar,Kuzguncuk, 2 + 1 
16274,50,60m²,5,Soba (Doğalgaz),Giriş Katı,31-35 arası,Eşyasız,Boş,Hayır,Evet,,,,,,,,,,,,,,,,,,,,,,,16750000,İstanbul,Üsküdar,Burhaniye, 2 + 1 
16275,70,90m²,3,Kombi (Doğalgaz),Bahçe katı,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2000000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16276,116,177m²,4,,Yüksek Giriş,0,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,18200000,İstanbul,Üsküdar,Küçüksu, 5 + 1 
16277,48,70m²,4,,Yüksek Giriş,4,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,8500000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16278,260,330m²,4,Kombi (Doğalgaz),4,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,7500000,İstanbul,Üsküdar,Selimiye, 3 + 1 
16279,85,110m²,4,Klima,1,3,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1725000,İstanbul,Üsküdar,Valide-i Atik, 2 + 1 
16280,110,140m²,6,Klima,Bahçe katı,0,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Üsküdar,Cumhuriyet, 2 + 2 
16281,75,85m²,6,Kombi (Doğalgaz),Giriş Katı,16-20 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Üsküdar,Barbaros, 2 + 1 
16282,110,130m²,3,Klima,3,6-10 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Üsküdar,Sultantepe, 3 + 1 
16283,80,100m²,4,Klima,,26-30 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,7995000,İstanbul,Üsküdar,Beylerbeyi, 3 + 1 
16284,77,90m²,5,Klima,,26-30 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3200000,İstanbul,Üsküdar,Küçük Çamlıca, 4 + 1 
16285,145,175m²,3,,3,31-35 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16286,150,170m²,4,Kombi (Doğalgaz),Giriş Katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5500000,İstanbul,Üsküdar,Bahçelievler, 4 + 1 
16287,80,95m²,6,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3350000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16288,155,175m²,6,Kombi (Doğalgaz),6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3390000,İstanbul,Üsküdar,Bulgurlu, 4 + 1 
16289,80,95m²,6,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,22500000,İstanbul,Üsküdar,Sultantepe, 3 + 1 
16290,130,150m²,5,Kombi (Doğalgaz),5,16-20 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,43900000,İstanbul,Üsküdar,Güzeltepe, 5 + 1 
16291,180,220m²,4,Klima,Giriş Katı,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,28000000,İstanbul,Üsküdar,Acıbadem, 6 + 2 
16292,320,450m²,5,Klima,Bahçe katı,6-10 arası,Sadece Beyaz Eşya,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7995000,İstanbul,Üsküdar,Beylerbeyi, 3 + 1 
16293,250,300m²,4,Klima,,4,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,45000000,İstanbul,Üsküdar,Burhaniye, 5 + 1 
16294,145,175m²,4,,4,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Üsküdar,Ferah, 2 + 1 
16295,310,350m²,2,Kombi (Doğalgaz),Bahçe katı,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,20829000,İstanbul,Üsküdar,Burhaniye, 4 + 1 
16296,85,95m²,3,Kombi (Doğalgaz),2,16-20 arası,,Mülk Sahibi,Evet,,2417,39,,,,,,,,,,,,,,,,,,,,,13151000,İstanbul,Üsküdar,Burhaniye, 3 + 1 
16297,239,249m²,10-20 arası,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,8805000,İstanbul,Üsküdar,Burhaniye, 2 + 1 
16298,140,145m²,10-20 arası,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6200000,İstanbul,Üsküdar,Burhaniye, 1 + 1 
16299,97,105m²,10-20 arası,Kombi (Doğalgaz),1,0,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Üsküdar,Ferah, 2 + 1 
16300,64,70m²,10-20 arası,Kombi (Doğalgaz),1,0,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,10374000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16301,64,75m²,3,Kombi (Doğalgaz),Yüksek Giriş,11-15 arası,Eşyasız,Boş,Evet,,2468,23,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16302,101,128m²,7,Yerden Isıtma,3,0,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,6450000,İstanbul,Üsküdar,Barbaros, 3 + 1 
16303,70,90m²,7,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6450000,İstanbul,Üsküdar,Barbaros, 3 + 1 
16304,115,135m²,5,Merkezi Sistem,4,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,100000000,İstanbul,Üsküdar,Salacak, 5 + 2 
16305,115,135m²,5,Merkezi Sistem,4,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Selami Ali, 5 + 2 
16306,285,360m²,5,,5,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,11000000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16307,200,225m²,4,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16308,130,145m²,4,Klima,2,26-30 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16309,85,95m²,5,Kombi (Doğalgaz),Bahçe katı,5,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,9170000,İstanbul,Üsküdar,Mehmet Akif Ersoy, 3 + 1 
16310,65,75m²,3,,2,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6730000,İstanbul,Üsküdar,Mehmet Akif Ersoy, 2 + 1 
16311,143,191m²,10-20 arası,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4990000,İstanbul,Üsküdar,Mehmet Akif Ersoy, 1 + 1 
16312,79,128m²,10-20 arası,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,12750000,İstanbul,Üsküdar,Selimiye, 3 + 1 
16313,75,80m²,10-20 arası,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Üsküdar,Acıbadem, 2 + 1 
16314,155,185m²,5,Klima,5,6-10 arası,Sadece Beyaz Eşya,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Üsküdar,Altunizade, 3 + 1 
16315,58,70m²,3,Merkezi Sistem,Bahçe katı,26-30 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5670000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16316,70,90m²,4,Kombi (Doğalgaz),Bodrum Kat,,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2850000,İstanbul,Üsküdar,Zeynep Kamil, 3 + 1 
16317,120,140m²,7,Kombi (Doğalgaz),5,1,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,13000000,İstanbul,Üsküdar,Murat Reis, 4 + 2 
16318,100,110m²,5,Kombi (Doğalgaz),2,36-40 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,10500000,İstanbul,Üsküdar,Salacak, 3 + 1 
16319,280,300m²,4,Kombi (Doğalgaz),,,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,6875000,İstanbul,Üsküdar,Murat Reis, 4 + 2 
16320,120,140m²,4,Klima,Yüksek Giriş,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,18000000,İstanbul,Üsküdar,Çengelköy, 4 + 1 
16321,160,175m²,5,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,9500000,İstanbul,Üsküdar,Bulgurlu, 6 + 2 
16322,180,225m²,5,Klima,5,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,21850000,İstanbul,Üsküdar,Çengelköy, 4 + 1 
16323,250,280m²,3,,3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,14750000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16324,170,185m²,3,Merkezi Sistem (Isı Payı Ölçer),Bahçe katı,11-15 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5950000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
16325,136,150m²,4,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,9750000,İstanbul,Üsküdar,Güzeltepe, 4 + 1 
16326,130,140m²,8,Kalorifer (Doğalgaz),6,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,1,1,,,,,,,,,,,,,,,,,,,,,5750000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16327,140,150m²,4,Kombi (Doğalgaz),1,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6350000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16328,120,140m²,7,Kombi (Doğalgaz),6,1,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3600000,İstanbul,Üsküdar,Aziz Mahmut Hüdayi, 3 + 1 
16329,130,145m²,7,,2,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,26250000,İstanbul,Üsküdar,Salacak, 3 + 2 
16330,120,130m²,4,,3,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16331,180,200m²,3,Kombi (Doğalgaz),3,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5500000,İstanbul,Üsküdar,Murat Reis, 3 + 1 
16332,110,115m²,5,Kombi (Doğalgaz),Yüksek Giriş,16-20 arası,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7850000,İstanbul,Üsküdar,İcadiye, 4 + 2 
16333,110,120m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2230000,İstanbul,Üsküdar,Cumhuriyet, 2 + 1 
16334,157,170m²,5,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2000000,İstanbul,Üsküdar,Salacak, 1 + 1 
16335,75,90m²,5,Kombi (Doğalgaz),Zemin Kat,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4100000,İstanbul,Üsküdar,Cumhuriyet, 2 + 2 
16336,60,70m²,5,Kombi (Doğalgaz),2,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2250000,İstanbul,Üsküdar,Zeynep Kamil, 3 + 1 
16337,160,180m²,5,Kombi (Doğalgaz),4,4,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,12750000,İstanbul,Üsküdar,Küçüksu, 5 + 1 
16338,100,110m²,5,Kombi (Doğalgaz),3,36-40 arası,Eşyalı (Mobilyalı),Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,27000000,İstanbul,Üsküdar,Çengelköy, 5 + 2 
16339,160,230m²,6,Klima,Bahçe katı,0,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2749000,İstanbul,Üsküdar,Valide-i Atik, 2 + 1 
16340,260,282m²,3,Merkezi Sistem (Isı Payı Ölçer),3,6-10 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2900000,İstanbul,Üsküdar,Valide-i Atik, 3 + 1 
16341,80,90m²,5,Soba (Kömür),Yüksek Giriş,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1500000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16342,120,130m²,4,Kombi (Doğalgaz),Bodrum Kat,0,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,4950000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16343,80,95m²,4,Kombi (Doğalgaz),Bahçe katı,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3450000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
16344,75,90m²,7,,3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6100000,İstanbul,Üsküdar,Bulgurlu, 4 + 2 
16345,90,110m²,5,,1,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
